#t	totalEnergy 	temperature  	pressure 	volume 		PtensXX 	PtensXY 	PtensXZ 	PtensYX 	PtensYY 	PtensYZ 	PtensZX 	PtensZY 	PtensZZ
0.0	-1.201992E+06	2.999985E+02	5.517532E+01	5.568179E+03
0.005	-1.201992E+06	3.178687E+02	5.457334E+01	5.568179E+03
0.01	-1.201992E+06	3.240642E+02	5.377859E+01	5.568179E+03
0.015	-1.201992E+06	3.132848E+02	5.283266E+01	5.568179E+03
0.02	-1.201992E+06	2.957096E+02	5.167019E+01	5.568179E+03
0.025	-1.201992E+06	2.872175E+02	5.095462E+01	5.568179E+03
0.03	-1.201992E+06	3.035394E+02	5.057113E+01	5.568179E+03
0.035	-1.201992E+06	3.085662E+02	5.037862E+01	5.568179E+03
0.04	-1.201992E+06	3.111253E+02	5.072417E+01	5.568179E+03
0.045	-1.201992E+06	3.139735E+02	5.165835E+01	5.568179E+03
0.05	-1.201992E+06	3.214360E+02	5.278947E+01	5.568179E+03
0.055	-1.201992E+06	3.028656E+02	5.419578E+01	5.568179E+03
0.06	-1.201992E+06	3.142537E+02	5.506360E+01	5.568179E+03
0.065	-1.201993E+06	3.254855E+02	5.521787E+01	5.568179E+03
0.07	-1.201992E+06	2.940894E+02	5.504813E+01	5.568179E+03
0.075	-1.201992E+06	3.039402E+02	5.456443E+01	5.568179E+03
0.08	-1.201992E+06	3.238951E+02	5.422402E+01	5.568179E+03
0.085	-1.201992E+06	3.245405E+02	5.339937E+01	5.568179E+03
0.09	-1.201992E+06	3.090501E+02	5.212213E+01	5.568179E+03
0.095	-1.201992E+06	2.987607E+02	5.114923E+01	5.568179E+03
0.1	-1.201993E+06	3.163172E+02	5.078486E+01	5.568179E+03
0.105	-1.201992E+06	3.090912E+02	5.178287E+01	5.568179E+03
0.11	-1.201992E+06	3.127589E+02	5.313040E+01	5.568179E+03
0.115	-1.201993E+06	3.252223E+02	5.399356E+01	5.568179E+03
0.12	-1.201992E+06	3.080488E+02	5.462264E+01	5.568179E+03
0.125	-1.201992E+06	2.955540E+02	5.502316E+01	5.568179E+03
0.13	-1.201992E+06	3.080699E+02	5.597257E+01	5.568179E+03
0.135	-1.201992E+06	3.085237E+02	5.708514E+01	5.568179E+03
0.14	-1.201992E+06	3.020707E+02	5.690530E+01	5.568179E+03
0.145	-1.201992E+06	3.009106E+02	5.642003E+01	5.568179E+03
0.15	-1.201993E+06	3.136847E+02	5.553674E+01	5.568179E+03
0.155	-1.201992E+06	3.076088E+02	5.445646E+01	5.568179E+03
0.16	-1.201992E+06	3.119449E+02	5.395965E+01	5.568179E+03
0.165	-1.201993E+06	3.170471E+02	5.338404E+01	5.568179E+03
0.17	-1.201992E+06	2.987539E+02	5.295880E+01	5.568179E+03
0.175	-1.201992E+06	3.016564E+02	5.324540E+01	5.568179E+03
0.18	-1.201992E+06	3.158741E+02	5.375014E+01	5.568179E+03
0.185	-1.201992E+06	3.119429E+02	5.435126E+01	5.568179E+03
0.19	-1.201992E+06	3.019601E+02	5.522873E+01	5.568179E+03
0.195	-1.201992E+06	2.999349E+02	5.625765E+01	5.568179E+03
0.2	-1.201993E+06	3.125882E+02	5.689042E+01	5.568179E+03
