0,500000 1,829281
1,000000 2,017719
1,500000 2,133508
2,000000 2,409279
2,500000 2,475856
3,000000 2,483126
3,500000 2,537493
4,000000 2,547616
4,500000 2,690125
5,000000 2,672169
5,500000 2,608002
6,000000 2,864473
6,500000 2,422737
7,000000 2,321231
7,500000 2,191341
8,000000 2,108032
8,500000 2,214005
9,000000 2,361677
9,500000 2,459010
10,000000 2,461085
10,500000 2,320618
11,000000 2,545394
11,500000 2,754124
12,000000 2,296309
12,500000 2,903594
