5,000000 3,601576
10,000000 3,560769
15,000000 3,656702
20,000000 3,574647
25,000000 3,398888
30,000000 3,649761
35,000000 3,534874
40,000000 3,593296
45,000000 3,757027
50,000000 3,624367
55,000000 3,834588
60,000000 3,743053
65,000000 3,757016
70,000000 3,521585
75,000000 3,666551
80,000000 3,873322
85,000000 4,020274
90,000000 4,170482
95,000000 3,826968
100,000000 3,560429
105,000000 3,963076
110,000000 3,623070
115,000000 3,881423
120,000000 3,983571
125,000000 3,564026
