0,500000 0,780664
1,000000 0,825227
1,500000 0,665721
2,000000 0,721701
2,500000 0,821159
3,000000 0,754417
3,500000 0,739552
4,000000 0,843664
4,500000 0,757614
5,000000 0,762411
5,500000 0,863610
6,000000 0,874341
6,500000 0,816469
7,000000 0,807826
7,500000 0,957544
8,000000 0,909061
8,500000 0,789300
9,000000 1,071159
9,500000 1,131417
10,000000 1,032632
10,500000 1,213096
11,000000 1,305656
11,500000 1,315247
12,000000 1,776716
12,500000 2,174475
