1.000000 1.715466
2.000000 1.984601
3.000000 2.112669
4.000000 2.231053
5.000000 2.319636
6.000000 2.383898
7.000000 2.354827
8.000000 2.425587
9.000000 2.421937
10.000000 2.451627
11.000000 2.437990
12.000000 2.416358
13.000000 2.500481
14.000000 2.443101
15.000000 2.410613
16.000000 2.393702
17.000000 2.345914
18.000000 2.360416
19.000000 2.350784
20.000000 2.345487
21.000000 2.317228
22.000000 2.395525
23.000000 2.428132
24.000000 2.439319
25.000000 2.530866
26.000000 2.430640
27.000000 2.340689
28.000000 2.319907
29.000000 2.367029
30.000000 2.391969
31.000000 2.389938
32.000000 2.478540
33.000000 2.472434
34.000000 2.476474
35.000000 2.450022
36.000000 2.418197
37.000000 2.378403
38.000000 2.304074
39.000000 2.282473
40.000000 2.395300
41.000000 2.369961
42.000000 2.419333
43.000000 2.467080
44.000000 2.537754
45.000000 2.579679
46.000000 2.551696
47.000000 2.469290
48.000000 2.443773
49.000000 2.451851
50.000000 2.406618
51.000000 2.442641
52.000000 2.418271
53.000000 2.347993
54.000000 2.321011
55.000000 2.221564
56.000000 2.259332
57.000000 2.224791
58.000000 2.213755
59.000000 2.132175
60.000000 2.188309
61.000000 2.265608
62.000000 2.317606
63.000000 2.363422
64.000000 2.347889
65.000000 2.273973
66.000000 2.212231
67.000000 2.283185
68.000000 2.248460
69.000000 2.283109
70.000000 2.277843
71.000000 2.381374
72.000000 2.455270
73.000000 2.406250
74.000000 2.306011
75.000000 2.330804
76.000000 2.419800
77.000000 2.455398
78.000000 2.500753
79.000000 2.536830
80.000000 2.451537
81.000000 2.494983
82.000000 2.520886
83.000000 2.550782
84.000000 2.526002
85.000000 2.272491
86.000000 2.442292
87.000000 2.305966
88.000000 2.330397
89.000000 2.226022
90.000000 2.306593
91.000000 2.348864
92.000000 2.625140
93.000000 2.597514
94.000000 2.415995
95.000000 2.257993
96.000000 2.062310
97.000000 1.490777
98.000000 0.710384
99.000000 0.723973
