1.000000 2.523085
2.000000 3.044837
3.000000 3.302108
4.000000 3.453008
5.000000 3.632285
6.000000 3.713268
7.000000 3.696623
8.000000 3.794478
9.000000 3.860038
10.000000 3.884103
11.000000 3.850491
12.000000 3.841110
13.000000 3.909745
14.000000 3.887268
15.000000 3.834268
16.000000 3.768849
17.000000 3.714920
18.000000 3.749003
19.000000 3.761224
20.000000 3.721908
21.000000 3.694420
22.000000 3.773854
23.000000 3.828350
24.000000 3.887741
25.000000 3.972104
26.000000 3.849426
27.000000 3.731254
28.000000 3.684542
29.000000 3.756589
30.000000 3.799499
31.000000 3.784702
32.000000 3.932177
33.000000 3.926057
34.000000 3.951491
35.000000 3.912285
36.000000 3.876600
37.000000 3.776162
38.000000 3.686254
39.000000 3.614048
40.000000 3.715219
41.000000 3.676167
42.000000 3.754778
43.000000 3.811208
44.000000 3.943374
45.000000 4.081630
46.000000 4.070384
47.000000 3.902793
48.000000 3.896436
49.000000 3.940889
50.000000 3.911254
51.000000 3.924975
52.000000 3.917031
53.000000 3.792303
54.000000 3.671063
55.000000 3.498910
56.000000 3.553729
57.000000 3.529204
58.000000 3.451510
59.000000 3.336070
60.000000 3.376113
61.000000 3.503265
62.000000 3.598063
63.000000 3.678936
64.000000 3.660689
65.000000 3.610026
66.000000 3.570336
67.000000 3.606382
68.000000 3.597436
69.000000 3.638005
70.000000 3.651800
71.000000 3.804518
72.000000 3.915949
73.000000 3.867429
74.000000 3.675458
75.000000 3.744243
76.000000 3.876618
77.000000 3.909396
78.000000 3.890317
79.000000 4.033734
80.000000 3.928170
81.000000 3.883829
82.000000 3.856407
83.000000 3.974410
84.000000 3.959681
85.000000 3.631478
86.000000 3.749690
87.000000 3.597797
88.000000 3.581281
89.000000 3.388639
90.000000 3.477408
91.000000 3.454457
92.000000 4.078892
93.000000 4.138019
94.000000 3.825276
95.000000 3.625243
96.000000 3.288455
97.000000 2.396648
98.000000 1.117631
99.000000 0.893710
