0,500000 1,612705
1,000000 1,937804
1,500000 1,703291
2,000000 1,816220
2,500000 2,024426
3,000000 2,162043
3,500000 2,217391
4,000000 2,319124
4,500000 2,351482
5,000000 2,237789
5,500000 2,295857
6,000000 2,239377
6,500000 2,141990
7,000000 2,181347
7,500000 1,965076
8,000000 1,734411
8,500000 1,848279
9,000000 1,962715
9,500000 1,927520
10,000000 1,955847
10,500000 1,972589
11,000000 2,084796
11,500000 2,087947
12,000000 1,894247
12,500000 3,009968
