0,500000 1,008998
1,000000 1,044796
1,500000 1,194354
2,000000 1,280324
2,500000 1,367866
3,000000 1,345550
3,500000 1,382004
4,000000 1,342670
4,500000 1,423359
5,000000 1,424304
5,500000 1,456342
6,000000 1,425612
6,500000 1,591799
7,000000 1,590646
7,500000 1,635118
8,000000 1,697469
8,500000 1,777826
9,000000 1,855622
9,500000 1,983887
10,000000 1,991474
10,500000 2,249433
11,000000 2,324131
11,500000 2,227088
12,000000 2,325776
12,500000 2,838730
